sym,price_est_vs_actual,price,est_price_unsplit,MCAP,SharesOutstanding
HMC,1.01,23.94,24.18,42546.18498,1759.584
MSA,1.01,102.97,104.00,4026.82224,38.719
PLAN,1.01,56.35,56.91,7351.23268,129.163
PSDO,1.01,13.36,13.49,1116.75011,82.759
VMW,1.01,157.5,159.08,65097.06489,409.21
LJPC,1.01,8.79,8.88,240.85677,27.129
CELP,1.01,6.85,6.92,83.39471,12.053
VEC,1.01,42.46,42.89,493.47144,11.506
MGRC,1.01,65.37,66.03,1601.42559,24.253
CORT,1.01,12.42,12.55,1426.30612,113.689
AIG,1.01,56.26,56.83,49427.718,869.754
SAIA,1.01,80,80.81,2093.4654,25.906
FMBI,1.01,19.83,20.03,2212.88589,110.473
PLYA,1.01,7.295,7.37,957.80394,129.977
VFC,1.01,82.74,83.58,33194.41125,397.158
PAYX,1.01,83.55,84.40,30328.513,359.346
SAN,1.01,4.02,4.06,65920.49044,16233
MPVD,1.01,0.97,0.98,205.90682,210.137
EWBC,1.01,42.17,42.60,6200.3022,145.547
TER,1.01,52.16,52.69,9031.2972,171.395
LFGP,1.01,19.8,20.00,64.5876,3.229
FTNT,1.01,83.52,84.37,14427.27,170.991
HOMB,1.01,18.49,18.68,3128.26488,167.468
ARCB,1.01,28.25,28.54,728.3408,25.52
CNMD,1.01,94.73,95.71,2707.80495,28.293
BIIB,1.01,235.8,238.23,43940.80881,184.447
GROW,1.01,1.94,1.96,29.6548,15.13
AVNS,1.01,38.17,38.56,1839.86865,47.71
NKSH,1.01,34.89,35.25,229.3365,6.506
ATKR,1.01,29.33,29.63,1387.40432,46.82
PII,1.01,91.42,92.36,5645.56203,61.123
SES,1.01,2.9,2.93,4.04047,1.379
ILPT,1.01,21.26,21.48,1398.09024,65.088
FARM,1.01,14.47,14.62,249.12325,17.04
MOH,1.01,134.44,135.83,8518.23,62.711
CSTE,1.01,16.4,16.57,569.39491,34.363
LODE,1.01,0.1357,0.14,11.72263,85.5
ESXB,1.01,7.71,7.79,173.38982,22.258
LM,1.01,37.64,38.03,3299.07792,86.748
FHB,1.01,25.23,25.49,3397.7786,133.289
IAC,1.01,254.49,257.13,21624.244,84.098
BYD,1.01,24.41,24.66,2741.11102,111.14
AAL,1.01,28.78,29.08,12948.21896,445.271
YNDX,1.01,36.975,37.36,12212.94664,326.899
SSYS,1.01,23.83,24.08,1308.50208,54.344
SITE,1.01,76.19,76.99,3172.73499,41.212
C,1.01,66.05,66.74,150769.39744,2259.056
DRNE,1.01,0.735,0.74,20.46544,27.556
GEC,1.01,3.96,4.00,101.38082,25.336
WPX,1.01,10.28,10.39,4387.697,422.395
CNNEF,1.01,3.639,3.68,652.32857,177.402
MHO,1.01,35.24,35.61,983.44137,27.617
MYGN,1.01,45.4,45.88,3366.124,73.373
PXS,1.01,0.9702,0.98,20.64722,21.06
EGI,1.01,0.2473,0.25,43.70026,174.871
SIGA,1.01,5.07,5.12,415.23246,81.047
UAL,1.01,86.989,87.91,22584.79227,256.921
TGA,1.01,1.425,1.44,104.46192,72.542
TPRE,1.01,10,10.11,950.28945,94.037
TSBK,1.01,24.64,24.90,207.6909,8.341
IPG,1.01,21.2,21.42,8296.008,387.223
EXPO,1.01,69.92,70.66,3668.59654,51.919
GLOB,1.01,107.35,108.49,3893.901,35.893
NRC,1.01,64.1,64.78,1610.66646,24.864
FDS,1.01,278.3,281.25,10759.51354,38.256
UEC,1.01,0.9196,0.93,167.92266,180.685
HOPE,1.01,13.99,14.14,1791.17036,126.686
KLAC,1.01,136.13,137.58,22235.37496,161.62
OVID,1.01,1.88,1.90,73.5167,38.693
KW,1.01,21.6,21.83,3111.51722,142.534
UNP,1.01,168.01,169.80,119628.6574,704.53
CRI,1.01,87.53,88.47,3957.89449,44.739
ET,1.01,13.9,14.05,36803.496,2619.672
RELX,1.01,23.52,23.77,46241.7473,1945.156
TJX,1.01,52.96,53.53,64914.11804,1212.668
EC,1.01,16.69,16.87,34681.93645,2055.835
AAN,1.01,64.77,65.47,4422.30209,67.547
KEQU,1.01,16.1001,16.27,44.75464,2.75
ENTG,1.01,41.53,41.98,5674.57059,135.173
CSTR,1.01,15.39,15.56,271.14184,17.429
TOT,1.01,48.79,49.32,128334.73356,2602.083
ALE,1.01,85.58,86.51,4468.76056,51.656
WAL,1.01,44.84,45.33,4697.59928,103.633
MLVF,1.01,20.13,20.35,158.05845,7.767
INFY,1.01,11.13,11.25,48053.295,4270.713
PTNR,1.01,3.83,3.87,634.8771,163.968
ST,1.01,45.74,46.24,7450.63502,161.122
NIO,1.01,3.13,3.16,3331.03283,1052.662
BLD,1.01,89.92,90.91,3116.53184,34.282
EARN,1.01,10.89,11.01,137.26167,12.467
VKIN,1.01,0.175,0.18,16.13372,91.187
CLDT,1.01,17.13,17.32,812.61976,46.92
UIHC,1.01,11.75,11.88,513.58428,43.231
ADMS,1.01,6.05,6.12,168.4224,27.533
SSSS,1.01,6.31,6.38,126.08794,19.763
AU,1.01,20.24,20.47,8486.5512,414.682
GBL,1.01,17.98,18.18,503.53545,27.697
OLBK,1.01,26.92,27.22,462.71278,16.999
FTDR,1.01,49.91,50.47,4271.1867,84.634
LNDC,1.01,11.22,11.35,330.6684,29.146
FNV,1.01,93.74,94.79,17746.01506,187.22
GURE,1.01,0.8406,0.85,39.88285,46.921
ACAM,1.01,9.81,9.92,378.91125,38.197
EVI,1.01,33,33.37,391.63032,11.736
FCAU,1.01,13.07,13.22,20715.46238,1567.378
IRWD,1.01,9.47,9.58,1498.71436,156.496
SRDX,1.01,43.69,44.18,596.07891,13.491
AINV,1.01,16.18,16.36,1109.24791,67.791
CTAS,1.01,263.37,266.35,27296.92836,102.487
FAF,1.01,57.12,57.77,6482.77609,112.225
BDN,1.01,14.65,14.82,2610.50244,176.195
ZDGE,1.01,1.57,1.59,16.44537,10.357
SWIR,1.01,11.78,11.91,430.87224,36.165
BCS,1.01,6.94,7.02,30264.975,4311.795
APOG,1.01,38.19,38.63,1024.3233,26.519
BKI,1.01,61.31,62.01,9275.16468,149.572
BRC,1.01,50.69,51.27,2708.23521,52.823
PPG,1.01,115.33,116.65,27563.57845,236.293
LDOS,1.01,83.06,84.01,12081.6,143.808
FEIM,1.01,11.4379,11.57,104.0782,8.996
DFS,1.01,83.99,84.96,27037.25388,318.241
TESS,1.01,14.09,14.25,121.44546,8.521
CASH,1.01,29.28,29.62,1121.94636,37.88
MFC,1.01,16.77,16.96,33214.2,1957.89
EFSC,1.01,39.31,39.77,1068.97538,26.882
EFOI,1.01,0.5402,0.55,6.75991,12.37
ANIX,1.01,4.3,4.35,87.42185,20.097
FLEX,1.01,10.395,10.52,5412.83067,514.728
F,1.01,9.45,9.56,38142.89908,3989.843
SPB,1.01,50.28,50.87,2480.504,48.766
XPER,1.01,20.46,20.70,1021.2966,49.341
MDGL,1.01,89.36,90.41,1394.62182,15.426
ENSG,1.01,51.1,51.70,2760.02232,53.386
JD,1.01,27.1,27.42,39864.81096,1453.97
PK,1.01,24.68,24.97,5034.47637,201.623
TRTN,1.01,31.58,31.95,2360.59852,73.881
LII,1.01,257.81,260.85,10101.48984,38.726
VET,1.01,15.58,15.76,2441.754,154.896
WTS,1.01,93.58,94.68,3211.79768,33.921
SLM,1.01,8.47,8.57,3655.962,426.595
TROX,1.01,8.61,8.71,1300.83677,149.318
TSM,1.01,41.41,41.90,217296.5844,5186.076
PFG,1.01,55,55.65,15515.234,278.796
RACE,1.01,158.87,160.75,30049.4892,186.929
AMZN,1.01,1808.99,1830.46,905447.66,494.656
COOP,1.01,8.98,9.09,827.57178,91.076
TCBI,1.01,56.02,56.69,2851.39362,50.302
OVLY,1.01,18.03,18.24,149.73216,8.207
ADBE,1.01,294.78,298.29,144802.37394,485.439
WBT,1.01,16.15,16.34,2305.23555,141.058
TORC,1.01,9.64,9.75,348.67195,35.743
PCYG,1.01,5.03,5.09,101.14339,19.871
JBLU,1.01,19.44,19.67,5828.24,296.267
VNCE,1.01,12.55,12.70,148.1455,11.665
ESTC,1.01,86.52,87.55,6597.59625,75.354
ASB,1.01,20.25,20.49,3323.18466,162.167
COF,1.01,87.71,88.76,41746.75708,470.333
HTLD,1.01,19.82,20.06,1644.27808,81.979
FRPH,1.01,49.26,49.85,496.65555,9.963
TRWH,1.01,23.41,23.69,973.53216,41.093
GGB,1.01,3.33,3.37,3790.04354,1124.642
AKRO,1.01,25.95,26.26,732.9195,27.908
BXP,1.01,129.34,130.90,20232.2967,154.568
DLPN,1.01,1.02,1.03,14.85981,14.395
CUZ,1.01,34.02,34.43,5053.05009,146.763
IBCP,1.01,19.91,20.15,453.35485,22.499
CIT,1.01,45.56,46.11,4365.8496,94.685
SBPH,1.01,4.14,4.19,68.96321,16.459
PRGS,1.01,39.55,40.03,1790.26169,44.725
GXOCF,1.01,0.4672,0.47,18.32964,38.764
PACB,1.01,5.69,5.76,880.91744,152.965
MRSN,1.01,3.12,3.16,150.68144,47.717
AUPH,1.01,5.65,5.72,525.13158,91.83
ESRT,1.01,13.11,13.27,2373.01993,178.839
TWTR,1.01,41.53,42.04,32494.57351,773.018
EXTR,1.01,8.09,8.19,972.44352,118.755
ADNT,1.01,24.14,24.43,2287.584,93.621
ACLS,1.01,15.02,15.20,491.56034,32.332
PLAB,1.01,8.925,9.03,605.88146,67.066
HRST,1.01,12.25,12.40,124.5208,10.042
FDX,1.01,162.13,164.12,42802.77221,260.808
OUT,1.01,27.86,28.20,4042.493,143.342
PRPCF,1.01,0.163,0.17,15.80964,95.816
ABDC,1.01,8.15,8.25,106.227,12.876
RPD,1.01,57.07,57.77,2821.616,48.842
OASM,1.01,1.59,1.61,122.19621,75.92
RIVE,1.01,10.55,10.68,97.91424,9.168
IR,1.01,119.39,120.86,29197.33,241.577
XTEG,1.01,4.05,4.10,2177.2722,531.042
APT,1.01,3.45,3.49,45.81945,13.119
FNB,1.01,11.14,11.28,3663.82296,324.873
AGLE,1.01,7.83,7.93,228.96578,28.885
GNMK,1.01,6.6,6.68,383.78498,57.439
CMA,1.01,62.63,63.40,9470.16634,149.361
CPTA,1.01,8.155,8.26,133.17552,16.131
KMPH,1.01,1.25,1.27,36.09033,28.519
ABM,1.01,40.59,41.09,2726.86741,66.358
FARO,1.01,50,50.62,877.70018,17.339
FB,1.01,187.9,190.23,542716.64,2852.95
NTRS,1.01,89.46,90.57,19462.67787,214.891
EOG,1.01,79.37,80.35,46659.10536,580.663
ACC,1.01,46.75,47.33,6503.45931,137.402
NX,1.01,17.68,17.90,592.8838,33.122
TCCO,1.01,2.5779,2.61,4.8285,1.85
RECN,1.01,16.86,17.07,543.62948,31.847
BCO,1.01,90.03,91.15,4557.5,49.999
AUDC,1.01,18.6,18.83,546.32898,29.011
ASPU,1.01,4.01,4.06,75.71494,18.649
YIN,1.01,4.85,4.91,346.45005,70.551
SCSC,1.01,31.88,32.28,829.78968,25.706
SJM,1.01,111.84,113.24,12914.26668,114.039
KN,1.01,19.87,20.12,1833.2338,91.115
ACB,1.01,6.54,6.62,6737.774,1017.439
TTNP,1.01,0.755,0.76,10.32878,13.51
SEM,1.01,16.02,16.22,2200.1214,135.621
FIX,1.01,40.3,40.81,1504.01174,36.854
CAR,1.01,31.41,31.81,2416.8,75.981
CNX,1.01,7.07,7.16,1342.92244,187.563
IBKC,1.01,71.99,72.91,3838.9235,52.656
LOGM,1.01,71.73,72.65,3591.55236,49.436
MSI,1.01,176.3,178.57,29562.806,165.556
AIMC,1.01,25.48,25.81,1664.727,64.504
CETY,1.01,0.0253,0.03,14.75219,575.658
MGIC,1.01,8.8,8.91,435.35151,48.841
BMI,1.01,54.2,54.90,1598.3586,29.114
DVCR,1.01,3.21,3.25,21.7165,6.679
QLYS,1.01,83.05,84.12,3300.9529,39.239
SRCL,1.01,44.77,45.35,4132.296,91.121
AVY,1.01,113.25,114.72,9658.31009,84.193
OMCL,1.01,70.37,71.28,2969.30436,41.656
HPQ,1.01,19.28,19.53,29417.88276,1506.292
IQV,1.01,156,158.02,30955.98,195.895
BHTG,1.01,2.13,2.16,32.16591,14.908
CQP,1.01,43.06,43.62,21112.08,484.009
IQ,1.01,17.22,17.44,12682.29633,727.04
HAE,1.01,133.03,134.76,6841.782,50.77
BABA,1.01,159.12,161.19,419672.8732,2603.571
ADP,1.01,167.73,169.92,73952.944,435.228
RVSB,1.01,7.79,7.89,178.4613,22.614
REVG,1.01,12.26,12.42,774.97074,62.397
CXP,1.01,21.39,21.67,2533.41803,116.909
GPI,1.01,81.48,82.55,1532.98317,18.571
ACM,1.01,33.91,34.36,5418.75516,157.727
GRA,1.01,66.43,67.30,4491.52308,66.736
MHK,1.01,116.77,118.30,8536.05744,72.153
DTEA,1.01,1.52,1.54,40.13394,26.061
NKE,1.01,81.98,83.06,130144,1566.888
ALEX,1.01,23.06,23.36,1687.861,72.242
WUBA,1.01,52.34,53.03,7878.82619,148.573
AMAL,1.01,15.89,16.10,511.5292,31.772
IDA,1.01,104.32,105.70,5326.9629,50.397
OGS,1.01,89.47,90.66,4780.86444,52.735
DQ,1.01,42.15,42.71,567.23151,13.281
EBIX,1.01,38.99,39.51,1210.88708,30.649
PEN,1.01,147.56,149.52,5202.39585,34.793
OTIV,1.01,0.3454,0.35,14.4529,41.294
SONA,1.01,15,15.20,366.5784,24.117
DG,1.01,135.58,137.39,35490.85958,258.323
TRIP,1.01,42.68,43.25,6024.73368,139.3
SPNS,1.01,17.87,18.11,905.17402,49.982
CCLP,1.01,3.36,3.41,160.26659,47.066
ETON,1.01,6.13,6.21,110.35128,17.763
KPTI,1.01,8.86,8.98,556.00992,61.921
CRNT,1.01,2.83,2.87,229.8583,80.142
CRC,1.01,10.15,10.29,504.104,49.004
NICK,1.01,8.22,8.33,66.0485,7.928
MSM,1.01,67.99,68.91,3803.90091,55.202
MMYT,1.01,22.89,23.20,2388.2544,102.942
LEG,1.01,38.98,39.51,5194.242,131.47
NBL,1.01,22.16,22.46,10741.92,478.253
NBN,1.01,20.63,20.91,189.06822,9.042
HCM,1.01,20.62,20.90,2786.2835,133.315
VEND,1.01,0.471,0.48,35.02176,73.358
EYE,1.01,31.25,31.68,2487.3324,78.525
SXT,1.01,65.97,66.87,2829.87153,42.319
TSLA,1.01,235.08,238.29,42683.8194,179.127
WIT,1.01,3.97,4.02,24158.47542,6003.307
MG,1.01,16.4,16.62,477.03155,28.695
ESCA,1.01,10.8,10.95,158.4246,14.471
ROLL,1.01,160.47,162.67,4046.2312,24.874
SGMS,1.01,18.92,19.18,1786.53,93.143
TANH,1.01,1.45,1.47,42.41391,28.853
AINC,1.01,28.2,28.59,70.61552,2.47
ALL,1.01,104.09,105.53,34738.8912,329.192
VCRA,1.01,24.89,25.23,793.8987,31.461
PQG,1.01,14.42,14.62,1984.35258,135.733
PFPT,1.01,117.55,119.18,6682.56732,56.07
WPG,1.01,3.6,3.65,681.04255,186.587
TSEM,1.01,19.44,19.71,2069.1558,104.98
PDFS,1.01,11.81,11.97,388.47546,32.443
MD,1.01,21.49,21.79,1834.97472,84.213
SHLX,1.01,20.05,20.33,4742.76537,233.29
CSWI,1.01,69.41,70.38,1057.39209,15.024
WIRE,1.01,54.37,55.13,1152.54778,20.906
KOS,1.01,6.21,6.30,2527.9506,401.459
NEOG,1.01,70.61,71.60,3743.43673,52.282
BB,1.01,6.96,7.06,3868.32932,548.102
ANSS,1.01,208.25,211.17,17759.96187,84.101
PPL,1.01,29.38,29.79,21518.0504,722.247
BLDP,1.01,4.55,4.61,1073.3646,232.629
SFM,1.01,17.74,17.99,2124.85287,118.113
CLH,1.01,76.98,78.07,4360.91213,55.862
NWN,1.01,70.24,71.23,2168.48016,30.443
WMT,1.01,107.28,108.80,310584.24,2854.722
VEON,1.01,2.82,2.86,5002.50322,1749.127
DRNA,1.01,13.58,13.77,941.02242,68.324
JMSB,1.01,16.2,16.43,210.5397,12.814
CLW,1.01,17.56,17.81,294.13215,16.515
L,1.01,50.97,51.70,15632.21268,302.38
PCOM,1.01,12.75,12.93,175.77175,13.592
VIV,1.01,13.29,13.48,15088.7032,1119.34
HE,1.01,44.4,45.04,4907.61185,108.973
PFE,1.01,36.35,36.87,204994.58223,5559.929
TSCO,1.01,107.57,109.11,13163.11992,120.642
EQM,1.01,33.27,33.75,6813.56742,201.901
FORK,1.01,2.09,2.12,33.48752,15.796
IPAR,1.01,67.39,68.36,2149.922,31.451
HEINY,1.01,53.15,53.91,61672.33662,1143.903
MEET,1.01,3.38,3.43,261.46204,76.258
GMED,1.01,49.17,49.88,4942.95153,99.101
WRK,1.01,34.32,34.81,8959.186,257.342
VERI,1.01,5.06,5.13,104.41849,20.343
MLAB,1.01,220.38,223.56,877.23374,3.924
DHI,1.01,47.23,47.91,17718.32416,369.82
ATU,1.01,21.75,22.06,1355.9808,61.458
PAAS,1.01,17.06,17.31,3625.38909,209.482
KRC,1.01,77.53,78.65,7941.4478,100.972
BLX,1.01,20.23,20.52,811.44498,39.539
IT,1.01,130.58,132.47,11940.44839,90.137
TREX,1.01,81.61,82.79,4837.0788,58.425
CLS,1.01,6.82,6.92,888.528,128.423
DISH,1.01,32.39,32.86,15442.91846,469.964
CLR,1.01,31.32,31.77,11896.97312,374.42
CYBR,1.01,118.51,120.24,4537.82802,37.741
BTI,1.01,37.03,37.57,86176.9389,2293.805
RICK,1.01,16.02,16.25,157.51215,9.691
DLAKY,1.01,16.21,16.45,7815.42804,475.211
EHC,1.01,63.18,64.10,6323.218,98.645
BPTH,1.01,12.07,12.25,34.66848,2.831
PRT,1.01,7.54,7.65,93.0699,12.166
MYSZ,1.01,0.51,0.52,15.46334,29.884
HUD,1.01,11.57,11.74,1085.5355,92.473
CCOI,1.01,56.42,57.24,2653.9002,46.361
LSTR,1.01,109.44,111.04,4400.5152,39.63
DLPH,1.01,15.33,15.55,1354.9844,87.111
BKE,1.01,17.77,18.03,887.65296,49.23
LSCC,1.01,18.97,19.25,2553.6808,132.669
SUN,1.01,30.63,31.08,2571.83892,82.749
INT,1.01,37.66,38.21,2498.464,65.382
MWA,1.01,10,10.15,1596.6965,157.355
TROW,1.01,108.63,110.23,25965.8595,235.565
MIDD,1.01,112.4,114.05,6349.59248,55.672
FL,1.01,40.92,41.52,4555.04511,109.701
TCI,1.01,23.75,24.10,210.1038,8.718
BG,1.01,57.22,58.06,8219.3489,141.557
UFPI,1.01,39.99,40.58,2490.27768,61.367
IFRX,1.01,2.71,2.75,71.401,25.964
BBDC,1.01,9.7,9.84,495.25107,50.314
HII,1.01,209.36,212.45,8781.768,41.335
CAMP,1.01,10.34,10.49,352.8735,33.63
SAP,1.01,119.75,121.52,145052.348,1193.65
SROYF,1.01,1.2,1.22,46.0488,37.815
POWI,1.01,86.52,87.80,2575.2618,29.331
WYND,1.01,40.27,40.87,3768.89481,92.226
INVA,1.01,11.42,11.59,1173.74248,101.28
NBLX,1.01,27.04,27.44,1090.82232,39.752
OKTA,1.01,134.18,136.17,15542.30763,114.139
IMOS,1.01,18.41,18.68,671.07917,35.918
ACRX,1.01,2.24,2.27,180.58253,79.436
TPB,1.01,38.17,38.74,761.5064,19.658
FENC,1.01,4.7,4.77,94.90392,19.896
SCM,1.01,13.92,14.13,267.09312,18.906
LZB,1.01,31.61,32.08,1508.1946,47.012
APU,1.01,31.46,31.93,2969.42614,93
TMO,1.01,276.37,280.50,112333.518,400.476
AMG,1.01,80.02,81.22,4112.784,50.64
REX,1.01,72.76,73.85,463.32378,6.274
NRP,1.01,28.04,28.46,348.94806,12.261
RMBS,1.01,11.98,12.16,1351.24704,111.127
PEGA,1.02,71.35,72.42,5731.00544,79.132
CVCO,1.02,182,184.74,1683.8976,9.115
AMAT,1.02,47.15,47.86,44801.9853,936.105
GWPH,1.02,166.98,169.49,5235.0075,30.886
CEL,1.02,2.67,2.71,306.76008,113.186
HOG,1.02,33.84,34.35,5464.15755,159.073
PSB,1.02,175.35,177.99,4882.54,27.431
EL,1.02,183.61,186.38,67445.34039,361.873
IPWR,1.02,0.305,0.31,4.55824,14.723
PLPC,1.02,49.63,50.38,253.4114,5.03
HMST,1.02,27.11,27.52,717.8592,26.085
AAPL,1.02,200.94,203.98,921821.68485,4519.18
ARW,1.02,68.74,69.78,5801.57898,83.14
RWT,1.02,17.08,17.34,1679.72085,96.877
RHI,1.02,56.77,57.63,6775.04043,117.561
MCY,1.02,54.77,55.60,3077.738,55.355
NPTN,1.02,6.1,6.19,294.5247,47.561
GGG,1.02,46.48,47.19,7870.91448,166.805
PNR,1.02,36.85,37.41,6286.71309,168.049
EMN,1.02,67.4,68.42,9373.74835,136.994
CNC,1.02,48.7,49.44,20448.91015,413.605
SMMF,1.02,25.35,25.74,321.957,12.51
ALOT,1.02,21.95,22.29,156.17894,7.008
EXLS,1.02,68.12,69.16,2363.6346,34.175
TS,1.02,22.85,23.20,13694.2176,590.268
MSGN,1.02,18.28,18.56,1389.69856,74.875
CBAY,1.02,5.83,5.92,406.66848,68.701
BOOM,1.02,46.5,47.21,691.48487,14.646
TENB,1.02,22.81,23.16,2234.32864,96.473
JBT,1.02,103.56,105.15,3329.36445,31.663
FSS,1.02,30.13,30.59,1846.428,60.355
RBC,1.02,73.43,74.56,3192.452,42.818
ANH,1.02,3.71,3.77,372.03491,98.76
CDMO,1.02,6.48,6.58,369.37488,56.138
ESTA,1.02,23.05,23.41,477.67432,20.409
LMAT,1.02,31.84,32.33,641.66802,19.847
TYHT,1.02,0.655,0.67,15.21217,22.872
UPS,1.02,115.75,117.54,100928.43,858.705
MOR,1.02,31.1,31.58,3986.56446,126.237
ITCI,1.02,9.22,9.36,516.55032,55.173
PWCO,1.02,0.11,0.11,23.49531,210.343
SPWR,1.02,14.305,14.53,2070.39422,142.528
SLGN,1.02,30.73,31.21,3468.30488,111.143
ALDX,1.02,5.22,5.30,145.7298,27.491
OXFD,1.02,14.07,14.29,383.3712,26.831
WINA,1.02,167.45,170.05,642.95905,3.781
URGN,1.02,32.08,32.58,677.33354,20.791
KOD,1.02,11.54,11.72,432.5852,36.912
UTMD,1.02,96.5,98.00,364.462,3.719
CASS,1.02,49.28,50.05,725.13792,14.489
IRDM,1.02,23.1,23.46,3069.0372,130.821
A,1.02,68.64,69.71,22027.70459,315.993
ADTN,1.02,11.03,11.20,535.58017,47.809
AMTX,1.02,0.9206,0.94,19.05063,20.375
DX,1.02,15.62,15.86,391.14789,24.655
SRCI,1.02,4.4,4.47,1088.12316,243.473
CEO,1.02,151.35,153.73,68636.60175,446.475
SATS,1.02,39.34,39.96,3824.85132,95.718
KWR,1.02,168.06,170.71,2276.92998,13.338
IOTS,1.02,9.88,10.04,298.26894,29.72
OPY,1.02,27.22,27.65,355.4684,12.856
NSC,1.02,177.7,180.51,47547.59757,263.407
WNEB,1.02,8.62,8.76,233.38422,26.653
MOBL,1.02,6.82,6.93,760.69,109.798
MTD,1.02,702.28,713.42,17556.55278,24.609
KAI,1.02,81.86,83.16,936.3812,11.26
LTS,1.02,2.57,2.61,388.22706,148.699
NAT,1.02,1.87,1.90,269.7012,141.97
HT,1.02,15,15.24,598.42525,39.27
MKSI,1.02,75.01,76.20,4152.00192,54.485
ECOL,1.02,61.99,62.98,1391.10368,22.089
RBB,1.02,18.2,18.49,371.24222,20.078
AN,1.02,47.68,48.44,4314.793,89.075
TME,1.02,14.45,14.68,24004.9971,1635.152
GPX,1.02,13.63,13.85,233.94078,16.894
GARS,1.02,6.89,7.00,112.343,16.049
LQMT,1.02,0.0935,0.09,86.86012,914.359
MTG,1.02,12.55,12.75,4515.75675,354.154
FSI,1.02,3.3,3.35,39.35232,11.737
EVA,1.02,29.23,29.70,993.6432,33.457
KNDI,1.02,4.98,5.06,266.05986,52.581
NHYDY,1.02,3.18,3.23,6611.81,2046.303
ROST,1.02,105.51,107.21,39097.4304,364.696
LOB,1.02,18.29,18.58,747.70839,40.234
GTE,1.02,1.47,1.49,569.04964,380.975
WYY,1.02,0.395,0.40,33.85508,84.351
ODT,1.02,35.56,36.13,1163.00125,32.187
VCEL,1.02,18.02,18.31,808.17044,44.137
FFWM,1.02,14.26,14.49,646.74666,44.634
WY,1.02,24.74,25.14,18726.9117,744.929
INGR,1.02,76.24,77.47,5169.54308,66.729
ZUMZ,1.02,22.92,23.29,599.50789,25.741
PSBQ,1.02,24,24.39,109.2828,4.481
OZK,1.02,27.32,27.76,3558.9372,128.193
BCPC,1.02,88.55,89.98,2911.6398,32.357
PICO,1.02,9.7,9.86,199.60798,20.25
HESM,1.02,18.13,18.42,1006.39988,54.625
CDNS,1.02,70.25,71.39,20000.12267,280.153
MLHR,1.02,43.67,44.38,2621.03652,59.06
BOX,1.02,13.98,14.21,2081.37244,146.501
EQC,1.02,33.75,34.30,4181.9246,121.922
EEFT,1.02,153.02,155.52,8081.342,51.964
AVAV,1.02,52.45,53.31,1276.3218,23.943
DB,1.02,7.53,7.65,15817.134,2066.773
VAC,1.02,88.76,90.21,3926.65084,43.527
KZIA,1.02,2.44,2.48,15.41816,6.217
CPK,1.02,91.44,92.94,1523.9316,16.397
AVCO,1.02,1.92,1.95,147.642,75.656
CRL,1.02,132.6,134.78,6578.1052,48.807
AEL,1.02,22.77,23.14,2103.34968,90.88
EFX,1.02,141.7,144.03,17410.809,120.884
SCS,1.02,16.19,16.46,1930.758,117.326
MAC,1.02,30.5,31.00,4379.4877,141.265
SCKT,1.02,2.43,2.47,14.81753,5.999
SFL,1.02,12.74,12.95,1545.9192,119.376
AWI,1.02,95.01,96.58,4700.7492,48.674
WMK,1.02,38.82,39.46,1061.39508,26.898
TSU,1.02,15.75,16.01,7750.04075,484.075
PHM,1.02,32.07,32.60,8939.43725,274.219
GFF,1.02,18.72,19.03,890.604,46.801
FCN,1.02,105.3,107.04,4018.46608,37.54
HVT,1.02,18.06,18.36,361.76544,19.704
ADAP,1.02,1.94,1.97,207.33768,105.127
SYMC,1.02,23,23.38,14439.6,617.528
ECOM,1.02,8.91,9.06,252.33006,27.856
MAXR,1.02,7.82,7.95,473.82,59.597
FSP,1.02,7.79,7.92,849.26952,107.231
PHG,1.02,46.37,47.14,42543.9351,902.417
SFBS,1.02,30.79,31.30,1675.93037,53.536
TREE,1.02,310.18,315.37,4096.33184,12.989
UE,1.02,16.73,17.01,2061.11871,121.171
PRU,1.02,84.82,86.24,34668.45543,402
SCL,1.02,95.15,96.74,2182.251,22.557
VRNT,1.02,55.46,56.39,3708.93947,65.773
TTEK,1.02,78.97,80.30,4388.0628,54.649
THC,1.02,21.24,21.60,2234.12432,103.448
GEO,1.02,17.85,18.15,2200.75592,121.252
TGT,1.02,82.41,83.80,42931.7456,512.334
NCI,1.02,27.99,28.46,1094.82885,38.466
GDI,1.02,30.41,30.92,6311.47875,204.1
BCTXF,1.02,0.0433,0.04,8.67991,197.128
TDOC,1.02,64.87,65.97,4752.2895,72.041
SURG,1.02,0.565,0.57,51.55755,89.735
CSIQ,1.02,21.86,22.23,1317.36906,59.261
SWK,1.02,137.27,139.59,21152.9742,151.532
NC,1.02,49.59,50.43,352.5057,6.99
GRNQ,1.02,1.18,1.20,65.6688,54.724
LC,1.02,15.24,15.50,1350.98,87.169
CLGX,1.02,45.96,46.74,3745.41642,80.134
TPH,1.02,13.55,13.78,1960.32902,142.259
OFC,1.02,28.72,29.21,3269.83015,111.95
STN,1.02,21.56,21.93,2448.65994,111.675
ALGT,1.02,146.08,148.57,2422.52838,16.306
TECH,1.02,192.09,195.36,7398.86971,37.873
EXEL,1.02,20.64,20.99,6358.485,302.906
BCEI,1.02,21.67,22.04,454.54499,20.624
VKTX,1.02,7.12,7.24,522.92328,72.211
CGEN,1.02,3.51,3.57,213.6645,59.85
ZM,1.02,94.12,95.73,26081.71449,272.452
MTRN,1.02,58.99,60.00,1223.94,20.399
